Year,State,NMFS Name,Pounds,Dollars,Collection,Confidentiality
2019,ALASKA,"CLAM, PACIFIC GEODUCK ","593,936","3,637,973",Commercial,Public
2019,ALASKA,"COD, PACIFIC ","463,723,847","118,593,170",Commercial,Public
2019,ALASKA,"CRAB, DUNGENESS ","7,691,846","22,849,296",Commercial,Public
2019,ALASKA,"CRAB, KING **","10,816,176","67,553,895",Commercial,Public
2019,ALASKA,"CRAB, SNOW ","27,260,061","82,266,758",Commercial,Public
2019,ALASKA,"CRAB, SOUTHERN TANNER ","3,194,274","11,320,543",Commercial,Public
2019,ALASKA,CRUSTACEANS **,"390,887","2,515,688",Commercial,Public
2019,ALASKA,"CUCUMBERS, SEA **","2,107,934","10,581,158",Commercial,Public
2019,ALASKA,FLATFISHES **,"43,967,421","7,810,176",Commercial,Public
2019,ALASKA,"FLOUNDER, ARROWTOOTH","71,126,607","7,188,365",Commercial,Public
2019,ALASKA,"HALIBUT, GREENLAND ","6,144,161","3,433,078",Commercial,Public
2019,ALASKA,"HALIBUT, PACIFIC ","23,072,282","92,636,079",Commercial,Public
2019,ALASKA,"HERRING, PACIFIC ","51,365,772","21,421,675",Commercial,Public
2019,ALASKA,LINGCOD ,"502,107","615,251",Commercial,Public
2019,ALASKA,"MACKEREL, ATKA ","127,271,755","44,452,646",Commercial,Public
2019,ALASKA,OCTOPUSES **,"773,117","400,940",Commercial,Public
2019,ALASKA,"POLLOCK, WALLEYE","3,352,595,189","387,601,104",Commercial,Public
2019,ALASKA,"ROCKFISH, PACIFIC OCEAN PERCH ","139,749,847","29,059,114",Commercial,Public
2019,ALASKA,"ROCKFISH, WIDOW ","32,957","4,539",Commercial,Public
2019,ALASKA,ROCKFISHES **,"38,115,392","9,067,277",Commercial,Public
2019,ALASKA,SABLEFISH ,"29,015,684","68,435,412",Commercial,Public
2019,ALASKA,"SALMON, CHINOOK ","3,367,551","13,818,327",Commercial,Public
2019,ALASKA,"SALMON, CHUM ","113,340,488","59,439,529",Commercial,Public
2019,ALASKA,"SALMON, COHO ","25,729,294","27,778,034",Commercial,Public
2019,ALASKA,"SALMON, PINK ","394,661,469","106,052,131",Commercial,Public
2019,ALASKA,"SALMON, SOCKEYE ","289,957,206","466,350,086",Commercial,Public
2019,ALASKA,SCULPINS **,"132,763","7,772",Commercial,Public
2019,ALASKA,"SHARK, DOGFISH, SPINY ","84,543","2,036",Commercial,Public
2019,ALASKA,"SHRIMPS, PENAEID **","1,945,021","3,444,995",Commercial,Public
2019,ALASKA,"SKATES, RAJIDAE (FAMILY) **","23,557,385","1,970,150",Commercial,Public
2019,ALASKA,"SOLE, BUTTER ","661,171","101,746",Commercial,Public
2019,ALASKA,"SOLE, DOVER ","53,534","5,350",Commercial,Public
2019,ALASKA,"SOLE, ENGLISH ","513,235","74,379",Commercial,Public
2019,ALASKA,"SOLE, FLATHEAD ","38,397,735","8,990,881",Commercial,Public
2019,ALASKA,"SOLE, REX ","5,397,837","1,504,836",Commercial,Public
2019,ALASKA,"SOLE, ROCK ","57,919,464","13,237,805",Commercial,Public
2019,ALASKA,"SOLE, SAND ","13,453","1,076",Commercial,Public
2019,ALASKA,"SOLE, YELLOWFIN ","275,828,133","59,693,786",Commercial,Public
2019,ALASKA,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **","255,024","184,066",Commercial,Public
2019,ALASKA,"VERTEBRATES, JAWED","62,478","9,679",Commercial,Public
2019,WASHINGTON,"ANCHOVY, NORTHERN",,,Commercial,Confidential
2019,WASHINGTON,"BUTTERCLAM, WASHINGTON",,,Commercial,Confidential
2019,WASHINGTON,"CLAM, MANILA",,,Commercial,Confidential
2019,WASHINGTON,"CLAM, PACIFIC LITTLENECK",,,Commercial,Confidential
2019,WASHINGTON,"CLAM, PACIFIC RAZOR","138,009","352,880",Commercial,Public
2019,WASHINGTON,"CLAM, PACIFIC, GAPER **",,,Commercial,Confidential
2019,WASHINGTON,CLAMS **,,,Commercial,Confidential
2019,WASHINGTON,"COCKLE, NUTTALL",,,Commercial,Confidential
2019,WASHINGTON,"COD, PACIFIC","229,501","135,206",Commercial,Public
2019,WASHINGTON,"CRAB, DUNGENESS","21,191,248","85,014,968",Commercial,Public
2019,WASHINGTON,"CRAB, RED ROCK",,,Commercial,Confidential
2019,WASHINGTON,"CUCUMBERS, SEA **","486,780","2,408,289",Commercial,Public
2019,WASHINGTON,FLATFISHES **,882,126,Commercial,Public
2019,WASHINGTON,"FLOUNDER, ARROWTOOTH","27,999","3,884",Commercial,Public
2019,WASHINGTON,"FLOUNDER, PACIFIC, SANDDAB **","1,102",248,Commercial,Public
2019,WASHINGTON,"FLOUNDER, STARRY",,,Commercial,Confidential
2019,WASHINGTON,"GENEROSA, PANOPEA","4,368,895","42,301,184",Commercial,Public
2019,WASHINGTON,HAGFISHES **,,,Commercial,Confidential
2019,WASHINGTON,"HAKE, PACIFIC (WHITING)","104,540,876","7,904,263",Commercial,Public
2019,WASHINGTON,"HALIBUT, PACIFIC","1,114,215","3,696,189",Commercial,Public
2019,WASHINGTON,"HERRING, PACIFIC","480,166","173,290",Commercial,Public
2019,WASHINGTON,JACK MACKEREL,,,Commercial,Confidential
2019,WASHINGTON,LINGCOD,"119,270","129,008",Commercial,Public
2019,WASHINGTON,"MACKEREL, CHUB",,,Commercial,Confidential
2019,WASHINGTON,"MUSSEL, CALIFORNIA",,,Commercial,Confidential
2019,WASHINGTON,OCTOPUSES **,441,718,Commercial,Public
2019,WASHINGTON,"OYSTER, PACIFIC",,,Commercial,Confidential
2019,WASHINGTON,"POLLOCK, WALLEYE",,,Commercial,Confidential
2019,WASHINGTON,"RATFISH, SPOTTED","1,543",6,Commercial,Public
2019,WASHINGTON,"ROCKFISH, AURORA","4,409","1,648",Commercial,Public
2019,WASHINGTON,"ROCKFISH, BANK",220,56,Commercial,Public
2019,WASHINGTON,"ROCKFISH, BLACK",,79,Commercial,Public
2019,WASHINGTON,"ROCKFISH, BLACKGILL","2,205","1,304",Commercial,Public
2019,WASHINGTON,"ROCKFISH, BOCACCIO","72,532","12,444",Commercial,Public
2019,WASHINGTON,"ROCKFISH, CANARY","147,048","31,151",Commercial,Public
2019,WASHINGTON,"ROCKFISH, CHILIPEPPER",441,40,Commercial,Public
2019,WASHINGTON,"ROCKFISH, DARKBLOTCHED","60,186","19,532",Commercial,Public
2019,WASHINGTON,"ROCKFISH, GREENSPOTTED",,8,Commercial,Public
2019,WASHINGTON,"ROCKFISH, GREENSTRIPED","1,102",597,Commercial,Public
2019,WASHINGTON,"ROCKFISH, PACIFIC OCEAN PERCH","307,324","121,338",Commercial,Public
2019,WASHINGTON,"ROCKFISH, REDBANDED","38,581","20,809",Commercial,Public
2019,WASHINGTON,"ROCKFISH, REDSTRIPE","13,889","4,197",Commercial,Public
2019,WASHINGTON,"ROCKFISH, ROUGHEYE","71,430","38,506",Commercial,Public
2019,WASHINGTON,"ROCKFISH, SHARPCHIN","12,346","3,289",Commercial,Public
2019,WASHINGTON,"ROCKFISH, SHORTBELLY",,,Commercial,Confidential
2019,WASHINGTON,"ROCKFISH, SILVERGRAY","152,560","67,020",Commercial,Public
2019,WASHINGTON,"ROCKFISH, SPLITNOSE","58,202","16,841",Commercial,Public
2019,WASHINGTON,"ROCKFISH, WIDOW","3,885,863","886,843",Commercial,Public
2019,WASHINGTON,"ROCKFISH, YELLOWEYE","3,748","2,825",Commercial,Public
2019,WASHINGTON,"ROCKFISH, YELLOWEYE",,,Commercial,Confidential
2019,WASHINGTON,"ROCKFISH, YELLOWMOUTH",,14,Commercial,Public
2019,WASHINGTON,"ROCKFISH, YELLOWTAIL","2,359,605","513,054",Commercial,Public
2019,WASHINGTON,ROCKFISHES **,,,Commercial,Confidential
2019,WASHINGTON,ROCKFISHES **,"69,005","31,254",Commercial,Public
2019,WASHINGTON,SABLEFISH,"2,680,597","4,921,741",Commercial,Public
2019,WASHINGTON,"SALMON, CHINOOK","2,690,739","8,807,148",Commercial,Public
2019,WASHINGTON,"SALMON, CHUM","2,575,658","2,168,967",Commercial,Public
2019,WASHINGTON,"SALMON, COHO","1,101,869","2,329,363",Commercial,Public
2019,WASHINGTON,"SALMON, PINK","1,290,144","468,613",Commercial,Public
2019,WASHINGTON,"SALMON, SOCKEYE","46,297","106,196",Commercial,Public
2019,WASHINGTON,"SARDINE, PACIFIC","1,543",105,Commercial,Public
2019,WASHINGTON,SCALLOPS **,"4,630","22,590",Commercial,Public
2019,WASHINGTON,SCULPINS **,441,420,Commercial,Public
2019,WASHINGTON,"SHAD, AMERICAN","453,490","20,102",Commercial,Public
2019,WASHINGTON,"SHARK, BLUE",,,Commercial,Confidential
2019,WASHINGTON,"SHARK, DOGFISH, SPINY","354,944",258,Commercial,Public
2019,WASHINGTON,"SHARK, THRESHER",,,Commercial,Confidential
2019,WASHINGTON,"SHARK, TOPE",,,Commercial,Confidential
2019,WASHINGTON,"SHARKS, CHONDRICHTHYES (CLASS) **",661,409,Commercial,Public
2019,WASHINGTON,"SHRIMP, BRINE","61,509","78,974",Commercial,Public
2019,WASHINGTON,"SHRIMP, OCEAN","9,603,325","6,684,958",Commercial,Public
2019,WASHINGTON,"SHRIMP, SPOT","434,751","3,801,749",Commercial,Public
2019,WASHINGTON,"SHRIMPS, PENAEID **",,,Commercial,Confidential
2019,WASHINGTON,"SHRIMPS, PENAEID **","203,707","724,824",Commercial,Public
2019,WASHINGTON,"SKATE, BIG","42,108","14,615",Commercial,Public
2019,WASHINGTON,"SKATES, RAJIDAE (FAMILY) **","297,624","83,647",Commercial,Public
2019,WASHINGTON,"SMELT, EULACHON",,,Commercial,Confidential
2019,WASHINGTON,SMELTS **,"60,186","30,413",Commercial,Public
2019,WASHINGTON,"SOLE, DOVER","666,898","279,081",Commercial,Public
2019,WASHINGTON,"SOLE, ENGLISH","35,053","9,131",Commercial,Public
2019,WASHINGTON,"SOLE, PETRALE","906,319","1,024,343",Commercial,Public
2019,WASHINGTON,"SOLE, REX","24,471","8,074",Commercial,Public
2019,WASHINGTON,"SOLE, ROCK",,,Commercial,Confidential
2019,WASHINGTON,"SOLE, SAND",,,Commercial,Confidential
2019,WASHINGTON,"SQUIDS, LOLIGINIDAE **","3,527",287,Commercial,Public
2019,WASHINGTON,"STURGEON, GREEN",,,Commercial,Confidential
2019,WASHINGTON,"STURGEON, WHITE","40,124","133,413",Commercial,Public
2019,WASHINGTON,"THORNYHEAD, LONGSPINE","5,952","3,948",Commercial,Public
2019,WASHINGTON,"THORNYHEAD, SHORTSPINE",,,Commercial,Confidential
2019,WASHINGTON,"THORNYHEAD, SHORTSPINE","86,862","60,469",Commercial,Public
2019,WASHINGTON,"TROUT, RAINBOW","155,205","436,096",Commercial,Public
2019,WASHINGTON,"TUNA, ALBACORE","9,453,190","15,799,201",Commercial,Public
2019,WASHINGTON,"TUNA, BLUEFIN PACIFIC",441,993,Commercial,Public
2019,WASHINGTON,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **","1,118,845","2,011,625",Commercial,Public
2019,WASHINGTON,"VERTEBRATES, JAWED",,,Commercial,Confidential
2019,WASHINGTON,"VERTEBRATES, JAWED","4,409",580,Commercial,Public
2019,WASHINGTON,WITHHELD FOR CONFIDENTIALITY,"3,237,044","3,828,123",Commercial,Public
2018,ALASKA,"CLAM, PACIFIC GEODUCK ","458,701","2,890,434",Commercial,Public
2018,ALASKA,"COD, PACIFIC ","512,696,574","233,314,583",Commercial,Public
2018,ALASKA,"CRAB, DUNGENESS ","5,285,714","16,056,463",Commercial,Public
2018,ALASKA,"CRAB, KING **","11,169,792","78,560,252",Commercial,Public
2018,ALASKA,"CRAB, SNOW ","18,839,294","63,948,820",Commercial,Public
2018,ALASKA,"CRAB, SOUTHERN TANNER ","4,023,199","14,295,282",Commercial,Public
2018,ALASKA,CRUSTACEANS **,"456,488","2,661,862",Commercial,Public
2018,ALASKA,"CUCUMBERS, SEA **","1,887,860","9,865,873",Commercial,Public
2018,ALASKA,FLATFISHES **,"54,678,717","9,415,510",Commercial,Public
2018,ALASKA,"FLOUNDER, ARROWTOOTH","51,212,292","6,311,832",Commercial,Public
2018,ALASKA,"HALIBUT, GREENLAND ","3,880,269","2,295,178",Commercial,Public
2018,ALASKA,"HALIBUT, PACIFIC ","20,328,864","82,538,247",Commercial,Public
2018,ALASKA,"HERRING, PACIFIC ","45,706,429","6,674,119",Commercial,Public
2018,ALASKA,LINGCOD ,"490,420","589,049",Commercial,Public
2018,ALASKA,"MACKEREL, ATKA ","156,723,191","54,586,106",Commercial,Public
2018,ALASKA,OCTOPUSES **,"731,916","399,068",Commercial,Public
2018,ALASKA,"POLLOCK, WALLEYE","3,363,893,976","490,881,894",Commercial,Public
2018,ALASKA,"ROCKFISH, CANARY ","7,588","4,085",Commercial,Public
2018,ALASKA,"ROCKFISH, PACIFIC OCEAN PERCH ","123,478,808","25,791,712",Commercial,Public
2018,ALASKA,"ROCKFISH, WIDOW ","34,643","3,766",Commercial,Public
2018,ALASKA,ROCKFISHES **,"31,411,261","7,700,680",Commercial,Public
2018,ALASKA,SABLEFISH ,"27,179,704","86,343,729",Commercial,Public
2018,ALASKA,"SALMON, CHINOOK ","2,822,026","15,146,379",Commercial,Public
2018,ALASKA,"SALMON, CHUM ","131,331,829","102,169,618",Commercial,Public
2018,ALASKA,"SALMON, COHO ","27,202,144","33,807,630",Commercial,Public
2018,ALASKA,"SALMON, PINK ","135,781,596","61,405,824",Commercial,Public
2018,ALASKA,"SALMON, SOCKEYE ","259,673,501","340,437,093",Commercial,Public
2018,ALASKA,SCULPINS **,"224,955","43,477",Commercial,Public
2018,ALASKA,"SHARKS, CHONDRICHTHYES (CLASS) **","80,241","1,256",Commercial,Public
2018,ALASKA,"SHRIMPS, PENAEID **","2,146,806","3,305,444",Commercial,Public
2018,ALASKA,"SKATES, RAJIDAE (FAMILY) **","28,998,860","11,223,075",Commercial,Public
2018,ALASKA,"SOLE, BUTTER ","994,409","154,230",Commercial,Public
2018,ALASKA,"SOLE, DOVER ","118,440","10,532",Commercial,Public
2018,ALASKA,"SOLE, ENGLISH ","238,032","29,564",Commercial,Public
2018,ALASKA,"SOLE, FLATHEAD ","27,256,951","6,230,692",Commercial,Public
2018,ALASKA,"SOLE, REX ","4,357,917","1,537,903",Commercial,Public
2018,ALASKA,"SOLE, ROCK ","64,241,585","14,799,864",Commercial,Public
2018,ALASKA,"SOLE, YELLOWFIN ","280,716,872","60,578,626",Commercial,Public
2018,ALASKA,"SQUIDS, LOLIGINIDAE **","2,884,545","333,449",Commercial,Public
2018,ALASKA,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **","296,282","213,323",Commercial,Public
2018,ALASKA,"VERTEBRATES, JAWED","56,746","57,783",Commercial,Public
2018,WASHINGTON,"ANCHOVY, NORTHERN","248,461","38,910",Commercial,Public
2018,WASHINGTON,"BUTTERCLAM, WASHINGTON",,,Commercial,Confidential
2018,WASHINGTON,"CLAM, MANILA",,,Commercial,Confidential
2018,WASHINGTON,"CLAM, PACIFIC LITTLENECK",,,Commercial,Confidential
2018,WASHINGTON,"CLAM, PACIFIC RAZOR","191,802","474,010",Commercial,Public
2018,WASHINGTON,"CLAM, PACIFIC, GAPER **",,,Commercial,Confidential
2018,WASHINGTON,CLAMS **,,,Commercial,Confidential
2018,WASHINGTON,"COCKLE, NUTTALL",,,Commercial,Confidential
2018,WASHINGTON,"COD, PACIFIC","272,271","143,509",Commercial,Public
2018,WASHINGTON,"CRAB, DUNGENESS","24,495,092","97,886,473",Commercial,Public
2018,WASHINGTON,"CUCUMBERS, SEA **","502,212","2,607,889",Commercial,Public
2018,WASHINGTON,FLATFISHES **,"24,030","7,362",Commercial,Public
2018,WASHINGTON,"FLOUNDER, ARROWTOOTH","27,117","2,684",Commercial,Public
2018,WASHINGTON,"FLOUNDER, PACIFIC, SANDDAB **",,,Commercial,Confidential
2018,WASHINGTON,"GENEROSA, PANOPEA","4,695,841","57,203,653",Commercial,Public
2018,WASHINGTON,HAGFISHES **,"481,048","753,572",Commercial,Public
2018,WASHINGTON,"HAKE, PACIFIC (WHITING)",,,Commercial,Confidential
2018,WASHINGTON,"HALIBUT, PACIFIC","895,517","3,095,297",Commercial,Public
2018,WASHINGTON,"HERRING, PACIFIC","632,065","214,428",Commercial,Public
2018,WASHINGTON,JACK MACKEREL,,,Commercial,Confidential
2018,WASHINGTON,LINGCOD,"268,964","268,034",Commercial,Public
2018,WASHINGTON,"MACKEREL, CHUB",,,Commercial,Confidential
2018,WASHINGTON,OCTOPUSES **,,,Commercial,Confidential
2018,WASHINGTON,"OYSTER, PACIFIC",,,Commercial,Confidential
2018,WASHINGTON,"POLLOCK, WALLEYE","36,156",840,Commercial,Public
2018,WASHINGTON,"RATFISH, SPOTTED",220,1,Commercial,Public
2018,WASHINGTON,"ROCKFISH, AURORA","3,307",742,Commercial,Public
2018,WASHINGTON,"ROCKFISH, BLACK","1,102","1,068",Commercial,Public
2018,WASHINGTON,"ROCKFISH, BLACKGILL","1,323",831,Commercial,Public
2018,WASHINGTON,"ROCKFISH, BOCACCIO","21,164","2,425",Commercial,Public
2018,WASHINGTON,"ROCKFISH, CANARY","348,330","50,676",Commercial,Public
2018,WASHINGTON,"ROCKFISH, CHILIPEPPER",,,Commercial,Confidential
2018,WASHINGTON,"ROCKFISH, DARKBLOTCHED","51,368","10,841",Commercial,Public
2018,WASHINGTON,"ROCKFISH, GREENSPOTTED",,,Commercial,Confidential
2018,WASHINGTON,"ROCKFISH, GREENSTRIPED",882,437,Commercial,Public
2018,WASHINGTON,"ROCKFISH, PACIFIC OCEAN PERCH","73,634","14,659",Commercial,Public
2018,WASHINGTON,"ROCKFISH, REDBANDED","37,479","22,088",Commercial,Public
2018,WASHINGTON,"ROCKFISH, REDSTRIPE","17,196","1,801",Commercial,Public
2018,WASHINGTON,"ROCKFISH, ROUGHEYE","88,846","56,095",Commercial,Public
2018,WASHINGTON,"ROCKFISH, SHARPCHIN",,,Commercial,Confidential
2018,WASHINGTON,"ROCKFISH, SHORTBELLY",,,Commercial,Confidential
2018,WASHINGTON,"ROCKFISH, SILVERGRAY","7,937","2,221",Commercial,Public
2018,WASHINGTON,"ROCKFISH, SPLITNOSE","5,512","1,027",Commercial,Public
2018,WASHINGTON,"ROCKFISH, WIDOW","3,789,301","735,145",Commercial,Public
2018,WASHINGTON,"ROCKFISH, WIDOW",,,Commercial,Confidential
2018,WASHINGTON,"ROCKFISH, YELLOWEYE","2,205","1,415",Commercial,Public
2018,WASHINGTON,"ROCKFISH, YELLOWMOUTH","51,588","5,091",Commercial,Public
2018,WASHINGTON,"ROCKFISH, YELLOWTAIL","2,263,483","351,477",Commercial,Public
2018,WASHINGTON,ROCKFISHES **,,,Commercial,Confidential
2018,WASHINGTON,ROCKFISHES **,"12,787","7,161",Commercial,Public
2018,WASHINGTON,SABLEFISH,"2,638,048","6,532,797",Commercial,Public
2018,WASHINGTON,"SALMON, CHINOOK","2,526,935","9,932,423",Commercial,Public
2018,WASHINGTON,"SALMON, CHUM","7,689,494","7,421,362",Commercial,Public
2018,WASHINGTON,"SALMON, COHO","1,912,287","3,864,875",Commercial,Public
2018,WASHINGTON,"SALMON, PINK",441,349,Commercial,Public
2018,WASHINGTON,"SALMON, SOCKEYE","5,717,462","11,149,476",Commercial,Public
2018,WASHINGTON,"SARDINE, PACIFIC",,,Commercial,Confidential
2018,WASHINGTON,SCALLOPS **,,,Commercial,Confidential
2018,WASHINGTON,SCULPINS **,,,Commercial,Confidential
2018,WASHINGTON,"SHAD, AMERICAN","279,105","8,443",Commercial,Public
2018,WASHINGTON,"SHARK, BLUE",,,Commercial,Confidential
2018,WASHINGTON,"SHARK, DOGFISH, SPINY","670,866",524,Commercial,Public
2018,WASHINGTON,"SHARK, THRESHER",,,Commercial,Confidential
2018,WASHINGTON,"SHARK, TOPE",,,Commercial,Confidential
2018,WASHINGTON,"SHARKS, CHONDRICHTHYES (CLASS) **","1,764",129,Commercial,Public
2018,WASHINGTON,"SHRIMP, BRINE","74,075","88,687",Commercial,Public
2018,WASHINGTON,"SHRIMP, OCEAN","8,688,848","5,820,769",Commercial,Public
2018,WASHINGTON,"SHRIMP, SPOT","395,068","3,468,906",Commercial,Public
2018,WASHINGTON,"SHRIMPS, PENAEID **","155,867","426,303",Commercial,Public
2018,WASHINGTON,"SKATE, BIG","13,889","4,692",Commercial,Public
2018,WASHINGTON,"SKATES, RAJIDAE (FAMILY) **","386,249","121,978",Commercial,Public
2018,WASHINGTON,SMELTS **,"57,761","32,026",Commercial,Public
2018,WASHINGTON,"SOLE, DOVER","903,674","400,407",Commercial,Public
2018,WASHINGTON,"SOLE, ENGLISH","93,917","29,862",Commercial,Public
2018,WASHINGTON,"SOLE, PETRALE","972,458","1,108,926",Commercial,Public
2018,WASHINGTON,"SOLE, REX","95,681","32,500",Commercial,Public
2018,WASHINGTON,"SOLE, ROCK",,,Commercial,Confidential
2018,WASHINGTON,"SOLE, SAND",,,Commercial,Confidential
2018,WASHINGTON,"SQUIDS, LOLIGINIDAE **",,,Commercial,Confidential
2018,WASHINGTON,"STURGEON, WHITE","36,156","135,181",Commercial,Public
2018,WASHINGTON,"THORNYHEAD, LONGSPINE","11,464","4,377",Commercial,Public
2018,WASHINGTON,"THORNYHEAD, SHORTSPINE","132,057","85,782",Commercial,Public
2018,WASHINGTON,"TROUT, RAINBOW","183,865","460,333",Commercial,Public
2018,WASHINGTON,"TUNA, ALBACORE","9,176,069","14,749,298",Commercial,Public
2018,WASHINGTON,"TUNA, BLUEFIN PACIFIC",,,Commercial,Confidential
2018,WASHINGTON,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **","952,616","1,643,043",Commercial,Public
2018,WASHINGTON,"VERTEBRATES, JAWED",,,Commercial,Confidential
2018,WASHINGTON,"VERTEBRATES, JAWED","1,764",164,Commercial,Public
2018,WASHINGTON,WITHHELD FOR CONFIDENTIALITY,"114,216,953","8,886,135",Commercial,Public
2017,ALASKA,"CLAM, PACIFIC GEODUCK ","678,781","6,708,093",Commercial,Public
2017,ALASKA,"COD, PACIFIC ","656,675,762","156,028,301",Commercial,Public
2017,ALASKA,"CRAB, DUNGENESS ","2,155,021","6,410,959",Commercial,Public
2017,ALASKA,"CRAB, KING **","12,904,430","81,371,964",Commercial,Public
2017,ALASKA,"CRAB, SNOW ","21,319,734","57,928,755",Commercial,Public
2017,ALASKA,"CRAB, SOUTHERN TANNER ","2,392,195","7,249,328",Commercial,Public
2017,ALASKA,CRUSTACEANS **,"614,760","2,694,653",Commercial,Public
2017,ALASKA,"CUCUMBERS, SEA **","1,458,125","7,077,122",Commercial,Public
2017,ALASKA,FLATFISHES **,"41,680,964","4,849,300",Commercial,Public
2017,ALASKA,"FLOUNDER, ARROWTOOTH","67,474,040","7,981,020",Commercial,Public
2017,ALASKA,"HALIBUT, GREENLAND ","6,025,257","3,334,054",Commercial,Public
2017,ALASKA,"HALIBUT, PACIFIC ","24,517,400","116,212,476",Commercial,Public
2017,ALASKA,"HERRING, PACIFIC ","68,415,529","7,941,914",Commercial,Public
2017,ALASKA,LINGCOD ,"447,447","567,642",Commercial,Public
2017,ALASKA,"MACKEREL, ATKA ","142,743,822","33,934,320",Commercial,Public
2017,ALASKA,OCTOPUSES **,"625,167","314,752",Commercial,Public
2017,ALASKA,"POLLOCK, WALLEYE","3,388,508,793","413,269,853",Commercial,Public
2017,ALASKA,"ROCKFISH, PACIFIC OCEAN PERCH ","111,533,336","18,848,567",Commercial,Public
2017,ALASKA,"ROCKFISH, WIDOW ","32,332","3,151",Commercial,Public
2017,ALASKA,"ROCKFISH, YELLOWTAIL ","1,575","1,028",Commercial,Public
2017,ALASKA,ROCKFISHES **,"26,248,778","6,212,440",Commercial,Public
2017,ALASKA,SABLEFISH ,"25,588,781","109,848,958",Commercial,Public
2017,ALASKA,"SALMON, CHINOOK ","3,268,611","17,344,238",Commercial,Public
2017,ALASKA,"SALMON, CHUM ","163,438,090","103,445,630",Commercial,Public
2017,ALASKA,"SALMON, COHO ","32,959,682","38,090,201",Commercial,Public
2017,ALASKA,"SALMON, PINK ","494,750,093","163,414,671",Commercial,Public
2017,ALASKA,"SALMON, SOCKEYE ","291,477,932","323,392,540",Commercial,Public
2017,ALASKA,"SHARK, DOGFISH, SPINY ","68,421","1,029",Commercial,Public
2017,ALASKA,"SHRIMPS, PENAEID **","1,606,021","3,467,204",Commercial,Public
2017,ALASKA,"SKATES, RAJIDAE (FAMILY) **","22,863,857","8,361,250",Commercial,Public
2017,ALASKA,"SOLE, BUTTER ","380,920","59,189",Commercial,Public
2017,ALASKA,"SOLE, DOVER ","66,722","5,857",Commercial,Public
2017,ALASKA,"SOLE, ENGLISH ","56,179","6,854",Commercial,Public
2017,ALASKA,"SOLE, FLATHEAD ","22,069,590","3,932,947",Commercial,Public
2017,ALASKA,"SOLE, REX ","5,095,760","1,828,675",Commercial,Public
2017,ALASKA,"SOLE, ROCK ","78,875,897","12,656,572",Commercial,Public
2017,ALASKA,"SOLE, YELLOWFIN ","283,658,286","39,287,321",Commercial,Public
2017,ALASKA,"SQUIDS, LOLIGINIDAE **","1,900,023","244,804",Commercial,Public
2017,ALASKA,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **","291,272","163,112",Commercial,Public
2017,ALASKA,"VERTEBRATES, JAWED","93,059","33,365",Commercial,Public
2017,WASHINGTON,"ANCHOVY, NORTHERN","360,455","76,445",Commercial,Public
2017,WASHINGTON,"BUTTERCLAM, WASHINGTON",,,Commercial,Confidential
2017,WASHINGTON,"CLAM, MANILA",,,Commercial,Confidential
2017,WASHINGTON,"CLAM, PACIFIC LITTLENECK",,,Commercial,Confidential
2017,WASHINGTON,"CLAM, PACIFIC RAZOR",,,Commercial,Confidential
2017,WASHINGTON,"CLAM, PACIFIC, GAPER **",,,Commercial,Confidential
2017,WASHINGTON,CLAMS **,,,Commercial,Confidential
2017,WASHINGTON,"COCKLE, NUTTALL",,,Commercial,Confidential
2017,WASHINGTON,"COD, PACIFIC","596,350","297,118",Commercial,Public
2017,WASHINGTON,"CRAB, DUNGENESS","27,526,665","101,390,590",Commercial,Public
2017,WASHINGTON,"CUCUMBERS, SEA **","584,224","2,917,929",Commercial,Public
2017,WASHINGTON,FLATFISHES **,"65,918","20,558",Commercial,Public
2017,WASHINGTON,"FLOUNDER, ARROWTOOTH","46,958","4,029",Commercial,Public
2017,WASHINGTON,"FLOUNDER, PACIFIC, SANDDAB **",,,Commercial,Confidential
2017,WASHINGTON,"FLOUNDER, STARRY",,,Commercial,Confidential
2017,WASHINGTON,"GENEROSA, PANOPEA","4,670,047","59,040,749",Commercial,Public
2017,WASHINGTON,HAGFISHES **,"631,844","999,549",Commercial,Public
2017,WASHINGTON,"HAKE, PACIFIC (WHITING)","131,037,763","8,052,311",Commercial,Public
2017,WASHINGTON,"HALIBUT, PACIFIC","768,090","3,303,431",Commercial,Public
2017,WASHINGTON,"HERRING, PACIFIC","420,862","165,165",Commercial,Public
2017,WASHINGTON,JACK MACKEREL,,,Commercial,Confidential
2017,WASHINGTON,LINGCOD,"442,908","462,561",Commercial,Public
2017,WASHINGTON,"MACKEREL, CHUB",,,Commercial,Confidential
2017,WASHINGTON,OCTOPUSES **,,,Commercial,Confidential
2017,WASHINGTON,"OYSTER, PACIFIC",,,Commercial,Confidential
2017,WASHINGTON,"POLLOCK, WALLEYE","99,208","2,893",Commercial,Public
2017,WASHINGTON,"RATFISH, SPOTTED",,,Commercial,Confidential
2017,WASHINGTON,"ROCKFISH, AURORA","3,086",839,Commercial,Public
2017,WASHINGTON,"ROCKFISH, BLACK",441,415,Commercial,Public
