Year,State,NMFS Name,Pounds,Dollars,Collection,Confidentiality
2008,WASHINGTON,"SOLE, PETRALE","391,100","395,726",Commercial,Public
2008,WASHINGTON,"SOLE, REX","124,561","43,451",Commercial,Public
2008,WASHINGTON,"SOLE, ROCK","5,952","2,338",Commercial,Public
2008,WASHINGTON,"SOLE, SAND",,,Commercial,Confidential
2008,WASHINGTON,"SQUIDS, LOLIGINIDAE **","1,837,771","74,819",Commercial,Public
2008,WASHINGTON,"STURGEON, GREEN",,,Commercial,Confidential
2008,WASHINGTON,"STURGEON, WHITE","179,897","406,874",Commercial,Public
2008,WASHINGTON,"THORNYHEAD, LONGSPINE","9,039","4,428",Commercial,Public
2008,WASHINGTON,"THORNYHEAD, SHORTSPINE","205,030","137,318",Commercial,Public
2008,WASHINGTON,"THORNYHEAD, SHORTSPINE",,,Commercial,Confidential
2008,WASHINGTON,"TROUT, RAINBOW","392,422","508,983",Commercial,Public
2008,WASHINGTON,"TUNA, ALBACORE","14,826,070","17,225,272",Commercial,Public
2008,WASHINGTON,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **","327,827","269,091",Commercial,Public
2008,WASHINGTON,"VERTEBRATES, JAWED","1,543",459,Commercial,Public
2008,WASHINGTON,"VERTEBRATES, JAWED",,,Commercial,Confidential
2008,WASHINGTON,WITHHELD FOR CONFIDENTIALITY,"78,268,419","9,894,412",Commercial,Public
2007,ALASKA,"CLAM, PACIFIC GEODUCK ","808,815","2,598,790",Commercial,Public
2007,ALASKA,"COD, PACIFIC ","487,347,360","224,179,785",Commercial,Public
2007,ALASKA,"CRAB, DUNGENESS ","6,478,304","13,603,027",Commercial,Public
2007,ALASKA,"CRAB, KING **","25,938,834","97,882,051",Commercial,Public
2007,ALASKA,"CRAB, SNOW ","34,124,621","50,403,015",Commercial,Public
2007,ALASKA,"CRAB, SOUTHERN TANNER ","4,157,555","6,306,563",Commercial,Public
2007,ALASKA,CRUSTACEANS **,"3,782,484","8,247,213",Commercial,Public
2007,ALASKA,FLATFISHES **,"9,377,125","3,635,197",Commercial,Public
2007,ALASKA,"FLOUNDER, ARROWTOOTH","44,485,623","2,760,534",Commercial,Public
2007,ALASKA,"HALIBUT, GREENLAND ","3,397,270","342,059",Commercial,Public
2007,ALASKA,"HALIBUT, PACIFIC ","67,241,935","217,398,738",Commercial,Public
2007,ALASKA,"HERRING, PACIFIC ","67,136,583","14,817,199",Commercial,Public
2007,ALASKA,"MACKEREL, ATKA ","126,961,042","14,253,016",Commercial,Public
2007,ALASKA,"POLLOCK, WALLEYE","3,066,600,099","297,460,210",Commercial,Public
2007,ALASKA,"ROCKFISH, PACIFIC OCEAN PERCH ","61,795,812","14,676,215",Commercial,Public
2007,ALASKA,ROCKFISHES **,"24,424,251","7,082,033",Commercial,Public
2007,ALASKA,SABLEFISH ,"32,244,616","94,625,850",Commercial,Public
2007,ALASKA,"SALMON, CHINOOK ","8,815,709","24,578,526",Commercial,Public
2007,ALASKA,"SALMON, CHUM ","96,200,024","26,927,193",Commercial,Public
2007,ALASKA,"SALMON, COHO ","24,196,434","20,959,494",Commercial,Public
2007,ALASKA,"SALMON, PINK ","455,507,518","69,856,559",Commercial,Public
2007,ALASKA,"SALMON, SOCKEYE ","276,533,558","205,303,443",Commercial,Public
2007,ALASKA,SCULPINS **,"1,283,409","26,952",Commercial,Public
2007,ALASKA,"SHARK, DOGFISH, SPINY ","71,022","26,491",Commercial,Public
2007,ALASKA,"SHARKS, CHONDRICHTHYES (CLASS) **","87,399","1,314",Commercial,Public
2007,ALASKA,"SHRIMPS, PENAEID **","730,428","1,805,022",Commercial,Public
2007,ALASKA,"SKATES, RAJIDAE (FAMILY) **","15,610,490","1,452,388",Commercial,Public
2007,ALASKA,"SOLE, BUTTER ","3,315,867","512,375",Commercial,Public
2007,ALASKA,"SOLE, DOVER ","247,908","23,999",Commercial,Public
2007,ALASKA,"SOLE, ENGLISH ","47,323","6,950",Commercial,Public
2007,ALASKA,"SOLE, FLATHEAD ","35,668,812","7,518,590",Commercial,Public
2007,ALASKA,"SOLE, REX ","9,061,338","2,058,605",Commercial,Public
2007,ALASKA,"SOLE, ROCK ","75,733,593","19,365,559",Commercial,Public
2007,ALASKA,"SOLE, YELLOWFIN ","240,489,566","42,708,431",Commercial,Public
2007,ALASKA,"SQUIDS, LOLIGINIDAE **","2,348,353","66,577",Commercial,Public
2007,ALASKA,"VERTEBRATES, JAWED","37,393","12,164",Commercial,Public
2007,WASHINGTON,"ANCHOVY, NORTHERN","337,307","33,247",Commercial,Public
2007,WASHINGTON,"CLAM, MANILA",,,Commercial,Confidential
2007,WASHINGTON,"CLAM, PACIFIC LITTLENECK",,,Commercial,Confidential
2007,WASHINGTON,"CLAM, PACIFIC RAZOR","140,655","211,126",Commercial,Public
2007,WASHINGTON,"CLAM, PACIFIC, GAPER **",,,Commercial,Confidential
2007,WASHINGTON,"COD, PACIFIC","175,047","97,406",Commercial,Public
2007,WASHINGTON,"CRAB, DUNGENESS","22,550,838","54,302,327",Commercial,Public
2007,WASHINGTON,"CRAB, RED ROCK",,,Commercial,Confidential
2007,WASHINGTON,"CUCUMBERS, SEA **","459,222","751,122",Commercial,Public
2007,WASHINGTON,FLATFISHES **,"19,842","5,963",Commercial,Public
2007,WASHINGTON,"FLOUNDER, ARROWTOOTH","1,276,255","128,434",Commercial,Public
2007,WASHINGTON,"FLOUNDER, PACIFIC, SANDDAB **","57,982","20,844",Commercial,Public
2007,WASHINGTON,"FLOUNDER, STARRY","69,225","23,796",Commercial,Public
2007,WASHINGTON,"GENEROSA, PANOPEA","4,314,221","24,377,231",Commercial,Public
2007,WASHINGTON,HAGFISHES **,"304,678","219,817",Commercial,Public
2007,WASHINGTON,"HAKE, PACIFIC (WHITING)","100,689,846","7,120,789",Commercial,Public
2007,WASHINGTON,"HALIBUT, PACIFIC","720,470","2,383,060",Commercial,Public
2007,WASHINGTON,"HERRING, PACIFIC","861,565","350,750",Commercial,Public
2007,WASHINGTON,JACK MACKEREL,,,Commercial,Confidential
2007,WASHINGTON,LINGCOD,"157,189","116,517",Commercial,Public
2007,WASHINGTON,"MACKEREL, CHUB",,,Commercial,Confidential
2007,WASHINGTON,OCTOPUSES **,"3,527","1,826",Commercial,Public
2007,WASHINGTON,"OYSTER, PACIFIC",,,Commercial,Confidential
2007,WASHINGTON,"POLLOCK, WALLEYE","2,425",381,Commercial,Public
2007,WASHINGTON,"RATFISH, SPOTTED",,,Commercial,Confidential
2007,WASHINGTON,"ROCKFISH, AURORA",441,217,Commercial,Public
2007,WASHINGTON,"ROCKFISH, BLACK","1,984",31,Commercial,Public
2007,WASHINGTON,"ROCKFISH, BLACKGILL","1,102",484,Commercial,Public
2007,WASHINGTON,"ROCKFISH, BOCACCIO","4,189","1,878",Commercial,Public
2007,WASHINGTON,"ROCKFISH, CANARY","7,275","2,642",Commercial,Public
2007,WASHINGTON,"ROCKFISH, DARKBLOTCHED","7,275","3,477",Commercial,Public
2007,WASHINGTON,"ROCKFISH, GREENSTRIPED","2,646",805,Commercial,Public
2007,WASHINGTON,"ROCKFISH, PACIFIC OCEAN PERCH","99,428","29,108",Commercial,Public
2007,WASHINGTON,"ROCKFISH, REDBANDED","32,408","14,681",Commercial,Public
2007,WASHINGTON,"ROCKFISH, ROUGHEYE","136,025","63,607",Commercial,Public
2007,WASHINGTON,"ROCKFISH, SHARPCHIN",,32,Commercial,Public
2007,WASHINGTON,"ROCKFISH, SHORTBELLY",220,60,Commercial,Public
2007,WASHINGTON,"ROCKFISH, SILVERGRAY","8,598","2,375",Commercial,Public
2007,WASHINGTON,"ROCKFISH, SPLITNOSE","2,866","1,278",Commercial,Public
2007,WASHINGTON,"ROCKFISH, WIDOW","79,587","24,437",Commercial,Public
2007,WASHINGTON,"ROCKFISH, YELLOWEYE","3,748","6,097",Commercial,Public
2007,WASHINGTON,"ROCKFISH, YELLOWEYE",,,Commercial,Confidential
2007,WASHINGTON,"ROCKFISH, YELLOWMOUTH",661,293,Commercial,Public
2007,WASHINGTON,"ROCKFISH, YELLOWTAIL","489,646","175,831",Commercial,Public
2007,WASHINGTON,ROCKFISHES **,,,Commercial,Confidential
2007,WASHINGTON,ROCKFISHES **,"17,416","8,596",Commercial,Public
2007,WASHINGTON,SABLEFISH,"2,973,812","6,442,111",Commercial,Public
2007,WASHINGTON,"SALMON, CHINOOK","3,139,599","6,866,529",Commercial,Public
2007,WASHINGTON,"SALMON, CHUM","14,032,186","10,147,830",Commercial,Public
2007,WASHINGTON,"SALMON, COHO","2,519,881","3,796,392",Commercial,Public
2007,WASHINGTON,"SALMON, PINK","1,967,844","448,769",Commercial,Public
2007,WASHINGTON,"SALMON, SOCKEYE","80,469","59,462",Commercial,Public
2007,WASHINGTON,"SARDINE, PACIFIC","10,284,332","487,134",Commercial,Public
2007,WASHINGTON,SCULPINS **,,,Commercial,Confidential
2007,WASHINGTON,"SHAD, AMERICAN","110,011","16,577",Commercial,Public
2007,WASHINGTON,"SHARK, BLUE",,,Commercial,Confidential
2007,WASHINGTON,"SHARK, DOGFISH, SPINY","1,171,756","243,555",Commercial,Public
2007,WASHINGTON,"SHARK, THRESHER",,,Commercial,Confidential
2007,WASHINGTON,"SHARK, TOPE",,,Commercial,Confidential
2007,WASHINGTON,"SHARKS, CHONDRICHTHYES (CLASS) **","3,086",,Commercial,Public
2007,WASHINGTON,"SHARKS, CHONDRICHTHYES (CLASS) **",,,Commercial,Confidential
2007,WASHINGTON,"SHRIMP, BRINE","182,543","219,648",Commercial,Public
2007,WASHINGTON,"SHRIMP, OCEAN","3,923,121","1,753,411",Commercial,Public
2007,WASHINGTON,"SHRIMP, SPOT","324,520","1,788,281",Commercial,Public
2007,WASHINGTON,"SHRIMPS, PENAEID **","67,241","61,955",Commercial,Public
2007,WASHINGTON,"SKATES, RAJIDAE (FAMILY) **","393,745","67,694",Commercial,Public
2007,WASHINGTON,"SMELT, EULACHON","3,527","7,524",Commercial,Public
2007,WASHINGTON,SMELTS **,"114,640","50,458",Commercial,Public
2007,WASHINGTON,"SOLE, DOVER","2,136,718","767,504",Commercial,Public
2007,WASHINGTON,"SOLE, ENGLISH","324,300","106,058",Commercial,Public
2007,WASHINGTON,"SOLE, PETRALE","400,359","418,171",Commercial,Public
2007,WASHINGTON,"SOLE, REX","81,571","27,918",Commercial,Public
2007,WASHINGTON,"SOLE, ROCK","8,157","2,889",Commercial,Public
2007,WASHINGTON,"SOLE, SAND","1,102",715,Commercial,Public
2007,WASHINGTON,"SQUIDS, LOLIGINIDAE **","181,440","18,132",Commercial,Public
2007,WASHINGTON,"STURGEON, GREEN",,66,Commercial,Public
2007,WASHINGTON,"STURGEON, WHITE","139,773","295,293",Commercial,Public
2007,WASHINGTON,STURGEONS **,,,Commercial,Confidential
2007,WASHINGTON,"THORNYHEAD, LONGSPINE","18,739","8,992",Commercial,Public
2007,WASHINGTON,"THORNYHEAD, SHORTSPINE","171,740","121,621",Commercial,Public
2007,WASHINGTON,"TROUT, RAINBOW","423,508","616,366",Commercial,Public
2007,WASHINGTON,"TUNA, ALBACORE","13,182,305","10,455,922",Commercial,Public
2007,WASHINGTON,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **","459,443","367,816",Commercial,Public
2007,WASHINGTON,"VERTEBRATES, JAWED",,,Commercial,Confidential
2007,WASHINGTON,"VERTEBRATES, JAWED","1,543","1,080",Commercial,Public
2007,WASHINGTON,WITHHELD FOR CONFIDENTIALITY,"1,377,226","2,376,718",Commercial,Public
2006,ALASKA,"CLAM, PACIFIC GEODUCK ","667,269","2,093,686",Commercial,Public
2006,ALASKA,CLAMS **,"370,308","225,330",Commercial,Public
2006,ALASKA,"COD, PACIFIC ","517,799,333","196,763,747",Commercial,Public
2006,ALASKA,"CRAB, DUNGENESS ","4,839,517","6,796,259",Commercial,Public
2006,ALASKA,"CRAB, KING **","21,641,434","67,060,076",Commercial,Public
2006,ALASKA,"CRAB, SNOW ","38,019,384","30,453,809",Commercial,Public
2006,ALASKA,"CRAB, SOUTHERN TANNER ","4,501,816","6,261,550",Commercial,Public
2006,ALASKA,CRUSTACEANS **,"3,081,761","8,141,421",Commercial,Public
2006,ALASKA,FLATFISHES **,"9,548,558","3,344,787",Commercial,Public
2006,ALASKA,"FLOUNDER, ARROWTOOTH","48,807,781","3,467,412",Commercial,Public
2006,ALASKA,"HALIBUT, GREENLAND ","3,912,645","549,934",Commercial,Public
2006,ALASKA,"HALIBUT, PACIFIC ","69,154,499","192,904,656",Commercial,Public
2006,ALASKA,"HERRING, PACIFIC ","79,845,213","7,454,548",Commercial,Public
2006,ALASKA,"MACKEREL, ATKA ","130,814,167","15,702,548",Commercial,Public
2006,ALASKA,"POLLOCK, WALLEYE","3,400,810,372","329,878,606",Commercial,Public
2006,ALASKA,"ROCKFISH, PACIFIC OCEAN PERCH ","51,008,027","10,481,813",Commercial,Public
2006,ALASKA,ROCKFISHES **,"23,308,280","7,237,100",Commercial,Public
2006,ALASKA,SABLEFISH ,"33,508,736","109,164,765",Commercial,Public
2006,ALASKA,"SALMON, CHINOOK ","10,453,642","26,760,157",Commercial,Public
2006,ALASKA,"SALMON, CHUM ","136,534,904","37,541,521",Commercial,Public
2006,ALASKA,"SALMON, COHO ","30,997,343","29,913,649",Commercial,Public
2006,ALASKA,"SALMON, PINK ","221,758,603","27,749,845",Commercial,Public
2006,ALASKA,"SALMON, SOCKEYE ","234,482,393","154,546,515",Commercial,Public
2006,ALASKA,SCULPINS **,"575,691","18,422",Commercial,Public
2006,ALASKA,"SHARK, DOGFISH, SPINY ","90,740","10,163",Commercial,Public
2006,ALASKA,"SHARKS, CHONDRICHTHYES (CLASS) **","104,896","1,824",Commercial,Public
2006,ALASKA,"SHRIMPS, PENAEID **","1,139,798","3,160,014",Commercial,Public
2006,ALASKA,"SKATES, RAJIDAE (FAMILY) **","16,823,896","1,992,053",Commercial,Public
2006,ALASKA,"SOLE, DOVER ","358,871","37,744",Commercial,Public
2006,ALASKA,"SOLE, ENGLISH ","22,750","3,890",Commercial,Public
2006,ALASKA,"SOLE, FLATHEAD ","36,158,961","6,995,926",Commercial,Public
2006,ALASKA,"SOLE, REX ","9,182,004","1,777,075",Commercial,Public
2006,ALASKA,"SOLE, ROCK ","75,469,748","19,548,391",Commercial,Public
2006,ALASKA,"SOLE, YELLOWFIN ","199,672,876","33,713,740",Commercial,Public
2006,ALASKA,"SQUID, JUMBO ","4,762,008","203,802",Commercial,Public
2006,ALASKA,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **","925,349","276,701",Commercial,Public
2006,ALASKA,"VERTEBRATES, JAWED","110,172","60,399",Commercial,Public
2006,WASHINGTON,"ANCHOVY, NORTHERN",,,Commercial,Confidential
2006,WASHINGTON,"BUTTERCLAM, WASHINGTON",,,Commercial,Confidential
2006,WASHINGTON,"CLAM, MANILA",,,Commercial,Confidential
2006,WASHINGTON,"CLAM, PACIFIC LITTLENECK",,,Commercial,Confidential
2006,WASHINGTON,"CLAM, PACIFIC RAZOR","134,702","199,469",Commercial,Public
2006,WASHINGTON,"CLAM, PACIFIC, GAPER **",,,Commercial,Confidential
2006,WASHINGTON,"COD, PACIFIC","543,218","285,331",Commercial,Public
2006,WASHINGTON,"CRAB, DUNGENESS","24,637,951","43,407,335",Commercial,Public
2006,WASHINGTON,"CRAB, RED ROCK",,,Commercial,Confidential
2006,WASHINGTON,"CUCUMBERS, SEA **","641,103","1,108,186",Commercial,Public
2006,WASHINGTON,FLATFISHES **,"76,500","23,386",Commercial,Public
2006,WASHINGTON,"FLOUNDER, ARROWTOOTH","1,213,643","131,001",Commercial,Public
2006,WASHINGTON,"FLOUNDER, PACIFIC, SANDDAB **","48,502","15,526",Commercial,Public
2006,WASHINGTON,"FLOUNDER, STARRY","94,137","27,007",Commercial,Public
2006,WASHINGTON,"GENEROSA, PANOPEA","4,407,917","19,989,244",Commercial,Public
2006,WASHINGTON,HAGFISHES **,"293,876","150,193",Commercial,Public
2006,WASHINGTON,"HAKE, PACIFIC (WHITING)",,,Commercial,Confidential
2006,WASHINGTON,"HALIBUT, PACIFIC","779,774","2,098,516",Commercial,Public
2006,WASHINGTON,"HERRING, PACIFIC","468,482","148,007",Commercial,Public
2006,WASHINGTON,JACK MACKEREL,,,Commercial,Confidential
2006,WASHINGTON,LINGCOD,"171,740","118,476",Commercial,Public
2006,WASHINGTON,OCTOPUSES **,"4,850","2,459",Commercial,Public
2006,WASHINGTON,"OYSTER, PACIFIC","259,484","702,951",Commercial,Public
2006,WASHINGTON,"POLLOCK, WALLEYE","2,425",234,Commercial,Public
2006,WASHINGTON,"RATFISH, SPOTTED",,,Commercial,Confidential
2006,WASHINGTON,"ROCKFISH, AURORA",,18,Commercial,Public
2006,WASHINGTON,"ROCKFISH, BLACK",,,Commercial,Confidential
2006,WASHINGTON,"ROCKFISH, BLACKGILL","1,543",622,Commercial,Public
2006,WASHINGTON,"ROCKFISH, BOCACCIO","3,307","1,363",Commercial,Public
2006,WASHINGTON,"ROCKFISH, CANARY","9,480","4,151",Commercial,Public
2006,WASHINGTON,"ROCKFISH, DARKBLOTCHED",,,Commercial,Confidential
2006,WASHINGTON,"ROCKFISH, DARKBLOTCHED","4,189","2,026",Commercial,Public
2006,WASHINGTON,"ROCKFISH, GREENSTRIPED","1,984",756,Commercial,Public
2006,WASHINGTON,"ROCKFISH, PACIFIC OCEAN PERCH","34,613","17,056",Commercial,Public
2006,WASHINGTON,"ROCKFISH, REDBANDED","33,731","14,225",Commercial,Public
2006,WASHINGTON,"ROCKFISH, REDSTRIPE","4,630","1,785",Commercial,Public
2006,WASHINGTON,"ROCKFISH, ROUGHEYE","142,639","61,513",Commercial,Public
2006,WASHINGTON,"ROCKFISH, SHARPCHIN",220,75,Commercial,Public
2006,WASHINGTON,"ROCKFISH, SILVERGRAY","6,393","2,733",Commercial,Public
2006,WASHINGTON,"ROCKFISH, SPLITNOSE",882,441,Commercial,Public
2006,WASHINGTON,"ROCKFISH, WIDOW","98,767","36,059",Commercial,Public
2006,WASHINGTON,"ROCKFISH, WIDOW",,,Commercial,Confidential
2006,WASHINGTON,"ROCKFISH, YELLOWEYE",,,Commercial,Confidential
2006,WASHINGTON,"ROCKFISH, YELLOWEYE","1,764","1,630",Commercial,Public
2006,WASHINGTON,"ROCKFISH, YELLOWMOUTH",,19,Commercial,Public
2006,WASHINGTON,"ROCKFISH, YELLOWTAIL","620,821","267,291",Commercial,Public
2006,WASHINGTON,ROCKFISHES **,,,Commercial,Confidential
2006,WASHINGTON,ROCKFISHES **,"18,519","8,454",Commercial,Public
2006,WASHINGTON,SABLEFISH,"4,205,313","8,132,648",Commercial,Public
2006,WASHINGTON,"SALMON, CHINOOK","4,263,735","7,525,171",Commercial,Public
2006,WASHINGTON,"SALMON, CHUM","15,809,110","7,868,610",Commercial,Public
2006,WASHINGTON,"SALMON, COHO","3,444,939","4,161,333",Commercial,Public
2006,WASHINGTON,"SALMON, PINK","1,984","1,573",Commercial,Public
2006,WASHINGTON,"SALMON, SOCKEYE","4,210,383","4,928,841",Commercial,Public
2006,WASHINGTON,"SARDINE, PACIFIC",,,Commercial,Confidential
2006,WASHINGTON,SCULPINS **,,,Commercial,Confidential
2006,WASHINGTON,"SHAD, AMERICAN","83,996",12,Commercial,Public
2006,WASHINGTON,"SHARK, BLUE",,,Commercial,Confidential
2006,WASHINGTON,"SHARK, DOGFISH, SPINY","1,097,239","225,231",Commercial,Public
2006,WASHINGTON,"SHARK, THRESHER",,,Commercial,Confidential
2006,WASHINGTON,"SHARK, TOPE",,,Commercial,Confidential
2006,WASHINGTON,"SHARKS, CHONDRICHTHYES (CLASS) **",,,Commercial,Confidential
2006,WASHINGTON,"SHRIMP, BRINE","168,874","192,020",Commercial,Public
2006,WASHINGTON,"SHRIMP, OCEAN","6,476,953","2,097,200",Commercial,Public
2006,WASHINGTON,"SHRIMP, SPOT","253,311","1,266,596",Commercial,Public
2006,WASHINGTON,"SHRIMPS, PENAEID **","60,186","46,440",Commercial,Public
2006,WASHINGTON,"SKATES, RAJIDAE (FAMILY) **","461,868","65,252",Commercial,Public
2006,WASHINGTON,"SMELT, EULACHON","5,952","9,591",Commercial,Public
2006,WASHINGTON,SMELTS **,"106,042","54,192",Commercial,Public
2006,WASHINGTON,"SOLE, BUTTER",,,Commercial,Confidential
2006,WASHINGTON,"SOLE, DOVER","1,550,068","566,756",Commercial,Public
2006,WASHINGTON,"SOLE, ENGLISH","623,687","203,909",Commercial,Public
2006,WASHINGTON,"SOLE, PETRALE","647,276","654,045",Commercial,Public
2006,WASHINGTON,"SOLE, REX","79,146","27,958",Commercial,Public
2006,WASHINGTON,"SOLE, ROCK","11,244","3,673",Commercial,Public
2006,WASHINGTON,"SOLE, SAND","20,503","10,270",Commercial,Public
2006,WASHINGTON,"SQUIDS, LOLIGINIDAE **",882,230,Commercial,Public
2006,WASHINGTON,"STURGEON, GREEN","6,173","4,687",Commercial,Public
2006,WASHINGTON,"STURGEON, WHITE","172,401","352,555",Commercial,Public
2006,WASHINGTON,"THORNYHEAD, LONGSPINE",,,Commercial,Confidential
2006,WASHINGTON,"THORNYHEAD, SHORTSPINE","105,601","74,075",Commercial,Public
2006,WASHINGTON,"THORNYHEAD, SHORTSPINE",,,Commercial,Confidential
2006,WASHINGTON,"TROUT, RAINBOW","364,424","465,277",Commercial,Public
2006,WASHINGTON,"TUNA, ALBACORE","19,192,319","15,175,782",Commercial,Public
2006,WASHINGTON,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **","396,170","382,780",Commercial,Public
2006,WASHINGTON,"VERTEBRATES, JAWED",,,Commercial,Confidential
2006,WASHINGTON,"VERTEBRATES, JAWED","8,598","7,242",Commercial,Public
2006,WASHINGTON,WITHHELD FOR CONFIDENTIALITY,"144,194,935","9,210,233",Commercial,Public
2005,ALASKA,"CLAM, PACIFIC GEODUCK ","638,976","1,669,349",Commercial,Public
2005,ALASKA,"COD, PACIFIC ","546,748,030","149,808,960",Commercial,Public
2005,ALASKA,"CRAB, DUNGENESS ","4,988,198","6,149,084",Commercial,Public
2005,ALASKA,"CRAB, KING **","23,938,929","91,042,174",Commercial,Public
2005,ALASKA,"CRAB, SNOW ","24,864,785","42,760,967",Commercial,Public
2005,ALASKA,"CRAB, SOUTHERN TANNER ","3,517,925","6,178,904",Commercial,Public
2005,ALASKA,CRUSTACEANS **,"4,670,161","6,901,799",Commercial,Public
2005,ALASKA,FLATFISHES **,"3,224,724","947,254",Commercial,Public
2005,ALASKA,"FLOUNDER, ARROWTOOTH","42,157,859","3,157,574",Commercial,Public
2005,ALASKA,"HALIBUT, GREENLAND ","5,219,457","778,202",Commercial,Public
2005,ALASKA,"HALIBUT, PACIFIC ","73,921,623","170,075,314",Commercial,Public
2005,ALASKA,"HERRING, PACIFIC ","85,700,915","13,428,785",Commercial,Public
2005,ALASKA,"MACKEREL, ATKA ","129,482,451","14,892,866",Commercial,Public
2005,ALASKA,"POLLOCK, WALLEYE","3,410,064,761","306,905,829",Commercial,Public
2005,ALASKA,"ROCKFISH, PACIFIC OCEAN PERCH ","42,818,965","5,701,421",Commercial,Public
2005,ALASKA,"ROCKFISH, YELLOWTAIL ",736,425,Commercial,Public
2005,ALASKA,ROCKFISHES **,"22,693,248","5,662,880",Commercial,Public
2005,ALASKA,SABLEFISH ,"37,351,512","115,874,029",Commercial,Public
2005,ALASKA,"SALMON, CHINOOK ","10,819,151","21,023,402",Commercial,Public
2005,ALASKA,"SALMON, CHUM ","74,279,731","17,153,364",Commercial,Public
2005,ALASKA,"SALMON, COHO ","30,970,997","20,698,903",Commercial,Public
2005,ALASKA,"SALMON, PINK ","493,085,980","48,860,739",Commercial,Public
2005,ALASKA,"SALMON, SOCKEYE ","263,162,463","185,825,944",Commercial,Public
2005,ALASKA,"SCALLOP, WEATHERVANE ","204,732","1,637,853",Commercial,Public
2005,ALASKA,SCULPINS **,"440,246","25,535",Commercial,Public
2005,ALASKA,"SHARK, DOGFISH, SPINY ","21,929","4,693",Commercial,Public
2005,ALASKA,"SHARKS, CHONDRICHTHYES (CLASS) **","99,215","1,512",Commercial,Public
2005,ALASKA,"SHRIMPS, PENAEID **","1,599,030","3,044,929",Commercial,Public
2005,ALASKA,"SKATES, RAJIDAE (FAMILY) **","20,726,120","1,517,509",Commercial,Public
2005,ALASKA,"SOLE, DOVER ","389,138","46,288",Commercial,Public
2005,ALASKA,"SOLE, FLATHEAD ","31,867,547","5,229,822",Commercial,Public
2005,ALASKA,"SOLE, REX ","8,005,331","1,754,404",Commercial,Public
2005,ALASKA,"SOLE, ROCK ","62,235,112","15,417,304",Commercial,Public
2005,ALASKA,"SOLE, YELLOWFIN ","188,105,064","23,485,027",Commercial,Public
2005,ALASKA,"SQUID, JUMBO ","3,086,899","104,379",Commercial,Public
2005,ALASKA,"VERTEBRATES, JAWED","205,394","119,538",Commercial,Public
2005,WASHINGTON,"ANCHOVY, NORTHERN",,,Commercial,Confidential
2005,WASHINGTON,"BUTTERCLAM, WASHINGTON",,,Commercial,Confidential
2005,WASHINGTON,"CLAM, MANILA",,,Commercial,Confidential
2005,WASHINGTON,"CLAM, PACIFIC LITTLENECK",,,Commercial,Confidential
2005,WASHINGTON,"CLAM, PACIFIC RAZOR","102,956","154,747",Commercial,Public
2005,WASHINGTON,"CLAM, PACIFIC, GAPER **","3,307","1,242",Commercial,Public
2005,WASHINGTON,"COCKLE, NUTTALL",,,Commercial,Confidential
2005,WASHINGTON,"COD, PACIFIC","1,374,140","640,625",Commercial,Public
2005,WASHINGTON,"CRAB, DUNGENESS","32,137,407","50,868,239",Commercial,Public
2005,WASHINGTON,"CRAB, RED ROCK",,,Commercial,Confidential
2005,WASHINGTON,"CUCUMBERS, SEA **","860,463","1,873,275",Commercial,Public
2005,WASHINGTON,FLATFISHES **,"81,350","26,719",Commercial,Public
2005,WASHINGTON,"FLOUNDER, ARROWTOOTH","1,961,009","212,889",Commercial,Public
2005,WASHINGTON,"FLOUNDER, PACIFIC, SANDDAB **","32,849","9,062",Commercial,Public
2005,WASHINGTON,"FLOUNDER, STARRY","204,809","64,441",Commercial,Public
2005,WASHINGTON,"GENEROSA, PANOPEA","4,651,969","22,927,307",Commercial,Public
2005,WASHINGTON,HAGFISHES **,,,Commercial,Confidential
2005,WASHINGTON,"HAKE, PACIFIC (WHITING)","96,371,656","4,905,529",Commercial,Public
2005,WASHINGTON,"HALIBUT, PACIFIC","736,123","1,694,972",Commercial,Public
2005,WASHINGTON,"HERRING, PACIFIC","794,545","284,332",Commercial,Public
2005,WASHINGTON,JACK MACKEREL,,,Commercial,Confidential
2005,WASHINGTON,LINGCOD,"125,222","78,902",Commercial,Public
2005,WASHINGTON,"MACKEREL, CHUB",,,Commercial,Confidential
2005,WASHINGTON,OCTOPUSES **,"13,669","6,672",Commercial,Public
2005,WASHINGTON,"OYSTER, PACIFIC",,,Commercial,Confidential
2005,WASHINGTON,"POLLOCK, WALLEYE","473,111","22,971",Commercial,Public
2005,WASHINGTON,"RATFISH, SPOTTED",,,Commercial,Confidential
2005,WASHINGTON,"ROCKFISH, AURORA",441,230,Commercial,Public
2005,WASHINGTON,"ROCKFISH, BLACK",,6,Commercial,Public
2005,WASHINGTON,"ROCKFISH, BLACKGILL","1,543",612,Commercial,Public
2005,WASHINGTON,"ROCKFISH, BOCACCIO","14,330","6,424",Commercial,Public
2005,WASHINGTON,"ROCKFISH, CANARY","13,228","5,935",Commercial,Public
2005,WASHINGTON,"ROCKFISH, DARKBLOTCHED","2,205","1,058",Commercial,Public
2005,WASHINGTON,"ROCKFISH, GREENSTRIPED","5,071","2,119",Commercial,Public
